SessionID,Administrative,Administrative_Duration,Informational,Informational_Duration,ProductRelated,ProductRelated_Duration,BounceRates,ExitRates,PageValues,SpecialDay,Weekend,Month,CustomerType,Purchase
153,0,0,0,0,4,16,0.1,0.15,0,0,FALSE,Feb,Returning_Customer,0
154,0,0,0,0,19,615,0,0.026315789,0,0.2,FALSE,Feb,Returning_Customer,0
155,0,0,0,0,9,261.75,0,0.026666667,0,0,FALSE,Feb,Returning_Customer,0
156,0,0,0,0,21,615.8831169,0.033333333,0.04993081,0,0,TRUE,Feb,Returning_Customer,0
157,0,0,0,0,1,0,0.2,0.2,0,0,TRUE,Feb,Returning_Customer,0
158,0,0,0,0,6,117.5,0,0.033333333,0,0.8,TRUE,Feb,Returning_Customer,0
159,0,0,0,0,1,0,0.2,0.2,0,0,FALSE,Feb,Returning_Customer,0
160,0,0,0,0,1,0,0.2,0.2,0,0,FALSE,Feb,Returning_Customer,0
161,0,0,0,0,23,501.6666667,0.008695652,0.01884058,0,0.6,FALSE,Feb,Returning_Customer,0
162,2,58,2,22,31,829.1666667,0.03030303,0.040606061,0,0,TRUE,Feb,Returning_Customer,0
163,1,9.5,0,0,23,1223,0.015217391,0.012463768,0,0,TRUE,Feb,Returning_Customer,0
164,0,0,0,0,6,467,0,0.016666667,0,0.4,FALSE,Feb,Returning_Customer,0
165,0,0,0,0,23,737.1666667,0.008695652,0.011594203,0,0.6,FALSE,Feb,Returning_Customer,0
166,0,0,0,0,12,129,0,0.033333333,0,0,FALSE,Feb,Returning_Customer,0
167,0,0,0,0,5,63,0,0.04,0,0,FALSE,Feb,Returning_Customer,0
168,0,0,0,0,5,125,0.086666667,0.166666667,0,0,FALSE,Feb,Returning_Customer,0
169,0,0,0,0,11,684.3333333,0.018181818,0.063636364,0,0,FALSE,Feb,Returning_Customer,0
170,0,0,0,0,20,665.4722222,0,0.0145,0,0.8,TRUE,Feb,Returning_Customer,0
171,1,0,0,0,15,487.5,0,0.019166667,0,0.8,TRUE,Feb,Returning_Customer,0
172,0,0,0,0,17,437.1666667,0.011111111,0.033333333,0,0,FALSE,Feb,Returning_Customer,0
173,0,0,0,0,3,55,0.066666667,0.1,0,0.6,FALSE,Feb,Returning_Customer,0
174,0,0,0,0,1,0,0.2,0.2,0,0.8,TRUE,Feb,Returning_Customer,0
175,5,41.3,0,0,24,446.9277778,0,0.008602151,0,1,TRUE,Feb,Returning_Customer,0
176,3,87,0,0,10,320.5,0,0.015384615,0,0,FALSE,Feb,Returning_Customer,0
177,0,0,0,0,7,666,0,0.014285714,0,0,FALSE,Feb,Returning_Customer,0
178,1,0,0,0,21,405.7095238,0.010743802,0.047002635,0,0,FALSE,Feb,Returning_Customer,0
179,0,0,0,0,1,0,0.2,0.2,0,0,FALSE,Feb,Returning_Customer,0
180,0,0,0,0,6,163.25,0.033333333,0.033333333,0,0.6,FALSE,Feb,Returning_Customer,0
181,0,0,0,0,17,284.25,0,0.011764706,0,0,TRUE,Feb,Returning_Customer,0
182,0,0,0,0,1,0,0.2,0.2,0,0.6,FALSE,Feb,Returning_Customer,0
183,0,0,0,0,1,0,0.2,0.2,0,0,FALSE,Feb,Returning_Customer,0
184,0,0,0,0,8,260,0.008333333,0.025,0,0.8,TRUE,Feb,Returning_Customer,0
185,0,0,16,1210.397619,5,279.8571429,0.003174603,0.012764202,0,0,FALSE,Mar,Returning_Customer,0
186,0,0,0,0,20,927.45,0.011111111,0.027248677,8.000740741,0,FALSE,Mar,Returning_Customer,0
187,2,9,0,0,50,836.8,0,0.006339869,0,0,FALSE,Mar,Returning_Customer,0
188,10,293.7782051,2,153,96,3283.166739,0.001960784,0.013509414,0,0,TRUE,Mar,Returning_Customer,0
189,9,111.5,1,48.5,49,1868.819697,0,0.020708874,1.706014966,0,FALSE,Mar,Returning_Customer,1
190,3,47,1,51,68,3008.124108,0.007142857,0.016727891,46.53017511,0,FALSE,Mar,Returning_Customer,0
191,0,0,0,0,2,0,0.2,0.2,0,0,FALSE,Mar,Returning_Customer,0
192,3,1226,5,3,24,3230.25,0.036190476,0.096,0,0,FALSE,Mar,Returning_Customer,0
193,3,52,0,0,9,319,0,0.02,0,0,FALSE,Mar,Returning_Customer,0
194,0,0,0,0,3,42,0,0.066666667,0,0,FALSE,Mar,Returning_Customer,0
195,0,0,0,0,22,354.3333333,0.009090909,0.057662338,0,0,TRUE,Mar,Returning_Customer,0
196,0,0,0,0,98,3556.61241,0.002061856,0.010173465,0,0,FALSE,Mar,Returning_Customer,0
197,2,56,1,144,67,2563.783333,0,0.005797101,19.34265017,0,FALSE,Mar,New_Customer,1
198,3,112.9607843,0,0,13,3014.018519,0.013068182,0.06140625,0,0,FALSE,Mar,Returning_Customer,0
199,0,0,0,0,17,840.2333333,0,0.001666667,109.176,0,FALSE,Mar,New_Customer,1
200,3,94,2,125,55,1970.844805,0,0.001724138,96.25511582,0,TRUE,Mar,New_Customer,1
201,1,32,0,0,50,2867,0,0.004,153.4432478,0,TRUE,Mar,Returning_Customer,1
202,0,0,0,0,5,43,0,0.04,0,0,TRUE,Mar,Returning_Customer,0
203,5,218,0,0,13,284.5,0,0.004166667,0,0,FALSE,Mar,New_Customer,0
204,0,0,0,0,3,133.5,0,0.088888889,0,0,FALSE,Mar,Returning_Customer,0
205,1,119,0,0,12,297.6666667,0,0.008333333,0,0,FALSE,Mar,Returning_Customer,0
206,3,281,0,0,16,453.75,0,0.005263158,0,0,FALSE,Mar,New_Customer,0
207,1,18,0,0,16,1331.75,0,0.0125,33.79956701,0,FALSE,Mar,New_Customer,1
208,2,40,0,0,5,558.5,0,0.028571429,0,0,TRUE,Mar,New_Customer,0
209,3,107,0,0,4,145.8333333,0,0.016666667,0,0,FALSE,Mar,New_Customer,0
210,0,0,0,0,8,731,0,0.04375,0,0,FALSE,Mar,Returning_Customer,0
211,2,49,1,127,4,188,0.033333333,0.0375,0,0,FALSE,Mar,Returning_Customer,0
212,0,0,0,0,14,565.3333333,0.037619048,0.04952381,0,0,FALSE,Mar,Returning_Customer,0
213,0,0,0,0,2,50,0,0.05,0,0,FALSE,Mar,Returning_Customer,0
214,4,57,0,0,7,591,0.006666667,0.033333333,0,0,TRUE,Mar,Returning_Customer,0
215,2,2,3,261,10,281,0,0.042857143,0,0,FALSE,Mar,Returning_Customer,0
216,2,123,2,306.3333333,18,483.8333333,0,0.02,0,0,FALSE,Mar,Returning_Customer,0
217,2,118,0,0,4,42,0,0.066666667,0,0,FALSE,Mar,Returning_Customer,0
218,0,0,0,0,35,1192.386111,0.005714286,0.028571429,0,0,FALSE,Mar,Returning_Customer,0
219,0,0,0,0,12,198,0.016666667,0.075,0,0,FALSE,Mar,Returning_Customer,0
220,0,0,0,0,3,15,0,0.066666667,0,0,FALSE,Mar,Returning_Customer,0
221,2,38,0,0,14,643,0,0.013333333,35.0928,0,FALSE,Mar,Returning_Customer,1
222,0,0,0,0,5,23,0.08,0.12,0,0,FALSE,Mar,Returning_Customer,0
223,0,0,0,0,4,14,0.1,0.15,0,0,FALSE,Mar,Returning_Customer,0
224,1,54,0,0,6,210.5,0,0.02,0,0,FALSE,Mar,New_Customer,0
225,1,993,0,0,28,1529.30467,0.001481481,0.009150327,0,0,FALSE,Mar,Returning_Customer,0
226,0,0,0,0,2,19,0,0.1,0,0,TRUE,Mar,Returning_Customer,0
227,5,74.25,2,84,37,1599.083333,0,0.006578947,0,0,FALSE,Mar,Returning_Customer,0
228,0,0,0,0,9,102.5,0,0.022222222,0,0,FALSE,Mar,Returning_Customer,0
229,0,0,0,0,16,2337,0,0.013333333,17.76266667,0,FALSE,Mar,Returning_Customer,1
230,0,0,0,0,19,1883.5,0.010526316,0.021052632,0,0,FALSE,Mar,Returning_Customer,0
231,2,32,0,0,50,1245.3,0.004,0.020666667,7.146260888,0,TRUE,Mar,Returning_Customer,0
232,6,666.8333333,0,0,22,1674.583333,0,0.014666667,0,0,FALSE,Mar,Returning_Customer,0
233,0,0,0,0,9,132,0.011111111,0.033333333,0,0,TRUE,Mar,Returning_Customer,0
234,1,73,1,740,50,1434.255128,0,0.019230769,22.03276923,0,TRUE,Mar,Returning_Customer,0
235,2,154,0,0,18,367.25,0.005263158,0.044210526,0,0,TRUE,Mar,Returning_Customer,0
236,3,49.33333333,5,303.25,7,148.5,0,0.014081633,0,0,FALSE,Mar,Returning_Customer,0
237,3,118.5,0,0,29,1482.210784,0.006896552,0.010600255,0,0,TRUE,Mar,Returning_Customer,0
238,6,153.5,0,0,34,1048.492063,0.011578947,0.032225685,0,0,TRUE,Mar,Returning_Customer,0
239,0,0,0,0,9,478,0,0.011111111,0,0,TRUE,Mar,Returning_Customer,0
240,0,0,0,0,16,980.25,0,0.04,0,0,FALSE,Mar,Returning_Customer,0
241,8,72.25,1,21.5,51,1124.693074,0.022807018,0.036550087,0,0,FALSE,Mar,Returning_Customer,0
242,2,24.5,0,0,22,353.1666667,0.018181818,0.031818182,0,0,FALSE,Mar,Returning_Customer,0
243,1,0,0,0,18,1489.083333,0.023529412,0.046470588,0,0,FALSE,Mar,Returning_Customer,0
244,0,0,1,1220,28,2389.333333,0.016666667,0.030833333,0,0,TRUE,Mar,Returning_Customer,0
245,0,0,0,0,7,753,0,0.00952381,0,0,FALSE,Mar,Returning_Customer,0
246,0,0,0,0,31,688.1666667,0,0.019354839,0,0,FALSE,Mar,Returning_Customer,0
247,0,0,0,0,14,811,0.015384615,0.041025641,0,0,FALSE,Mar,Returning_Customer,0
248,1,22,0,0,9,415.25,0.033333333,0.048148148,0,0,FALSE,Mar,Returning_Customer,0
249,16,155.6313131,0,0,32,908.013456,0.005,0.01805276,4.368515556,0,FALSE,Mar,Returning_Customer,1
250,1,21.33333333,1,235,71,2753.378571,0.012676056,0.015201207,0,0,TRUE,Mar,Returning_Customer,0
251,2,191,1,100,46,2452.582143,0.007246377,0.022253906,0,0,TRUE,Mar,Returning_Customer,0
252,0,0,0,0,18,5188.5,0,0.05,0,0,FALSE,Mar,Returning_Customer,0
253,0,0,0,0,2,0,0.2,0.2,0,0,FALSE,Mar,Returning_Customer,0
254,0,0,0,0,5,57,0.08,0.12,0,0,FALSE,Mar,Returning_Customer,0
255,0,0,0,0,2,8,0,0.1,0,0,TRUE,Mar,Returning_Customer,0
256,4,96.5,0,0,19,1430.659091,0.01,0.025666667,0,0,FALSE,Mar,Returning_Customer,0
257,1,13,0,0,2,20,0,0.05,0,0,FALSE,Mar,Returning_Customer,0
258,5,1388.75,0,0,4,1373.75,0,0.02,0,0,FALSE,Mar,Returning_Customer,0
259,0,0,0,0,45,844.25,0,0.01037037,0,0,FALSE,Mar,Returning_Customer,0
260,0,0,1,0,7,188,0,0.033333333,0,0,FALSE,Mar,New_Customer,0
261,3,51,0,0,14,527.375,0.015555556,0.033862434,0,0,TRUE,Mar,Returning_Customer,0
262,0,0,0,0,1,0,0.2,0.2,0,0,FALSE,Mar,Returning_Customer,0
263,1,158,1,64,29,1916.761905,0.006451613,0.018709677,8.772473118,0,TRUE,Mar,Returning_Customer,1
264,0,0,0,0,9,116.3333333,0,0.066666667,0,0,FALSE,Mar,Returning_Customer,0
265,0,0,0,0,30,397,0,0.02,0,0,FALSE,Mar,Returning_Customer,0
266,0,0,0,0,63,5220.083333,0,0.003329865,51.46331148,0,TRUE,Mar,Returning_Customer,1
267,0,0,0,0,20,219.3333333,0,0.011666667,0,0,FALSE,Mar,Returning_Customer,0
268,0,0,0,0,5,74,0,0.04,0,0,FALSE,Mar,Returning_Customer,0
269,0,0,0,0,15,1559.6,0,0.033846154,0,0,FALSE,Mar,Returning_Customer,0
270,0,0,0,0,6,236.5,0,0.016666667,0,0,TRUE,Mar,Returning_Customer,0
271,1,10,0,0,14,348.6666667,0.035714286,0.053571429,0,0,TRUE,Mar,Returning_Customer,0
272,0,0,0,0,1,0,0.2,0.2,0,0,FALSE,Mar,Returning_Customer,0
273,1,28,1,47,13,224.5,0,0.014285714,0,0,FALSE,Mar,New_Customer,0
274,4,27,0,0,42,601.7666667,0,0.004545455,0,0,FALSE,Mar,Returning_Customer,0
275,0,0,0,0,5,75.5,0.02,0.013333333,0,0,TRUE,Mar,Returning_Customer,0
276,0,0,0,0,2,153,0,0.05,0,0,FALSE,Mar,Returning_Customer,0
277,4,15,0,0,10,197.2,0,0.016666667,38.99,0,TRUE,Mar,Returning_Customer,1
278,0,0,0,0,18,3658.5,0.016666667,0.05,0,0,FALSE,Mar,Returning_Customer,0
279,0,0,0,0,5,1162.5,0,0.025,0,0,FALSE,Mar,Returning_Customer,0
280,0,0,0,0,32,556.6,0.014583333,0.039583333,0,0,FALSE,Mar,Returning_Customer,0
281,0,0,0,0,3,41,0,0.033333333,0,0,TRUE,Mar,Returning_Customer,0
282,0,0,0,0,11,300.0714286,0,0.02,53.9892,0,TRUE,Mar,Returning_Customer,1
283,13,1249.809524,4,205,36,1626.625433,0.010638298,0.026186255,6.831792392,0,FALSE,Mar,Returning_Customer,0
284,0,0,0,0,6,69.25,0,0.044444444,0,0,FALSE,Mar,Returning_Customer,0
